season,round,race_name,circuit_id,circuit_name,race_date,driver_id,driver_code,given_name,family_name,constructor_id,constructor_name,grid,position,points,status
2016,16,Malaysian Grand Prix,sepang,Sepang International Circuit,2016-10-02,ocon,OCO,Esteban,Ocon,manor,Manor Marussia,20,16,0,+1 Lap
2016,16,Malaysian Grand Prix,sepang,Sepang International Circuit,2016-10-02,nasr,NAS,Felipe,Nasr,sauber,Sauber,18,17,0,Brakes
2016,16,Malaysian Grand Prix,sepang,Sepang International Circuit,2016-10-02,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,18,0,Engine
2016,16,Malaysian Grand Prix,sepang,Sepang International Circuit,2016-10-02,gutierrez,GUT,Esteban,Gutiérrez,haas,Haas F1 Team,13,19,0,Wheel nut
2016,16,Malaysian Grand Prix,sepang,Sepang International Circuit,2016-10-02,kevin_magnussen,MAG,Kevin,Magnussen,renault,Renault,14,20,0,Power loss
2016,16,Malaysian Grand Prix,sepang,Sepang International Circuit,2016-10-02,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,12,21,0,Brakes
2016,16,Malaysian Grand Prix,sepang,Sepang International Circuit,2016-10-02,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,5,22,0,Collision
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,rosberg,ROS,Nico,Rosberg,mercedes,Mercedes,1,1,25,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,3,2,18,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,2,3,15,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,6,4,12,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,8,5,10,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,4,6,8,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,perez,PER,Sergio,Pérez,force_india,Force India,5,7,6,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,hulkenberg,HUL,Nico,Hülkenberg,force_india,Force India,9,8,4,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,massa,MAS,Felipe,Massa,williams,Williams,12,9,2,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,bottas,BOT,Valtteri,Bottas,williams,Williams,11,10,1,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,7,11,0,Finished
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,16,12,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,13,13,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,kevin_magnussen,MAG,Kevin,Magnussen,renault,Renault,17,14,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,18,15,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,alonso,ALO,Fernando,Alonso,mclaren,McLaren,15,16,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,14,17,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,button,BUT,Jenson,Button,mclaren,McLaren,22,18,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,nasr,NAS,Felipe,Nasr,sauber,Sauber,19,19,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,gutierrez,GUT,Esteban,Gutiérrez,haas,Haas F1 Team,10,20,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,ocon,OCO,Esteban,Ocon,manor,Manor Marussia,20,21,0,+1 Lap
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,2016-10-09,wehrlein,WEH,Pascal,Wehrlein,manor,Manor Marussia,21,22,0,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,rosberg,ROS,Nico,Rosberg,mercedes,Mercedes,2,2,18,Finished
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,3,3,15,Finished
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,6,4,12,Finished
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,alonso,ALO,Fernando,Alonso,mclaren,McLaren,12,5,10,Finished
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,10,6,8,Finished
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,massa,MAS,Felipe,Massa,williams,Williams,9,7,6,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,perez,PER,Sergio,Pérez,force_india,Force India,11,8,4,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,button,BUT,Jenson,Button,mclaren,McLaren,19,9,2,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,17,10,1,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,13,11,0,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,kevin_magnussen,MAG,Kevin,Magnussen,renault,Renault,18,12,0,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,15,13,0,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,16,14,0,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,nasr,NAS,Felipe,Nasr,sauber,Sauber,21,15,0,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,bottas,BOT,Valtteri,Bottas,williams,Williams,8,16,0,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,wehrlein,WEH,Pascal,Wehrlein,manor,Manor Marussia,20,17,0,+1 Lap
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,ocon,OCO,Esteban,Ocon,manor,Manor Marussia,22,18,0,+2 Laps
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,5,19,0,Wheel
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,4,20,0,Gearbox
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,gutierrez,GUT,Esteban,Gutiérrez,haas,Haas F1 Team,14,21,0,Brakes
2016,18,United States Grand Prix,americas,Circuit of the Americas,2016-10-23,hulkenberg,HUL,Nico,Hülkenberg,force_india,Force India,7,22,0,Collision
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,rosberg,ROS,Nico,Rosberg,mercedes,Mercedes,2,2,18,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,4,3,15,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,3,4,12,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,7,5,10,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,6,6,8,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,hulkenberg,HUL,Nico,Hülkenberg,force_india,Force India,5,7,6,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,bottas,BOT,Valtteri,Bottas,williams,Williams,8,8,4,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,massa,MAS,Felipe,Massa,williams,Williams,9,9,2,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,perez,PER,Sergio,Pérez,force_india,Force India,12,10,1,Finished
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,15,11,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,button,BUT,Jenson,Button,mclaren,McLaren,13,12,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,alonso,ALO,Fernando,Alonso,mclaren,McLaren,11,13,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,21,14,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,nasr,NAS,Felipe,Nasr,sauber,Sauber,19,15,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,10,16,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,kevin_magnussen,MAG,Kevin,Magnussen,renault,Renault,14,17,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,18,18,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,gutierrez,GUT,Esteban,Gutiérrez,haas,Haas F1 Team,17,19,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,22,20,0,+1 Lap
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,ocon,OCO,Esteban,Ocon,manor,Manor Marussia,20,21,0,+2 Laps
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2016-10-30,wehrlein,WEH,Pascal,Wehrlein,manor,Manor Marussia,16,22,0,Collision
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,rosberg,ROS,Nico,Rosberg,mercedes,Mercedes,2,2,18,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,4,3,15,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,perez,PER,Sergio,Pérez,force_india,Force India,9,4,12,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,5,5,10,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,15,6,8,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,hulkenberg,HUL,Nico,Hülkenberg,force_india,Force India,8,7,6,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,6,8,4,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,nasr,NAS,Felipe,Nasr,sauber,Sauber,21,9,2,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,alonso,ALO,Fernando,Alonso,mclaren,McLaren,10,10,1,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,bottas,BOT,Valtteri,Bottas,williams,Williams,11,11,0,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,ocon,OCO,Esteban,Ocon,manor,Manor Marussia,22,12,0,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,14,13,0,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,kevin_magnussen,MAG,Kevin,Magnussen,renault,Renault,18,14,0,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,wehrlein,WEH,Pascal,Wehrlein,manor,Manor Marussia,19,15,0,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,button,BUT,Jenson,Button,mclaren,McLaren,17,16,0,Finished
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,gutierrez,GUT,Esteban,Gutiérrez,haas,Haas F1 Team,12,17,0,Retired
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,massa,MAS,Felipe,Massa,williams,Williams,13,18,0,Collision
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,16,19,0,Collision damage
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,3,20,0,Collision
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,20,21,0,Collision
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2016-11-13,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,7,22,0,Withdrew
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,rosberg,ROS,Nico,Rosberg,mercedes,Mercedes,2,2,18,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,5,3,15,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,6,4,12,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,3,5,10,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,4,6,8,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,hulkenberg,HUL,Nico,Hülkenberg,force_india,Force India,7,7,6,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,perez,PER,Sergio,Pérez,force_india,Force India,8,8,4,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,massa,MAS,Felipe,Massa,williams,Williams,10,9,2,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,alonso,ALO,Fernando,Alonso,mclaren,McLaren,9,10,1,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,14,11,0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,gutierrez,GUT,Esteban,Gutiérrez,haas,Haas F1 Team,13,12,0,Finished
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,ocon,OCO,Esteban,Ocon,manor,Manor Marussia,20,13,0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,wehrlein,WEH,Pascal,Wehrlein,manor,Manor Marussia,16,14,0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,22,15,0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,nasr,NAS,Felipe,Nasr,sauber,Sauber,19,16,0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,15,17,0,+1 Lap
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,21,18,0,Collision damage
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,17,19,0,Gearbox
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,button,BUT,Jenson,Button,mclaren,McLaren,12,20,0,Suspension
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,bottas,BOT,Valtteri,Bottas,williams,Williams,11,21,0,Suspension
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2016-11-27,kevin_magnussen,MAG,Kevin,Magnussen,renault,Renault,18,22,0,Suspension
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,1,25,Finished
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,2,18,Finished
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,3,3,15,Finished
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,4,4,12,Finished
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,5,5,10,Finished
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,massa,MAS,Felipe,Massa,williams,Williams,7,6,8,Finished
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,perez,PER,Sergio,Pérez,force_india,Force India,10,7,6,+1 Lap
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,8,8,4,+1 Lap
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,9,9,2,+1 Lap
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,ocon,OCO,Esteban,Ocon,force_india,Force India,13,10,1,+1 Lap
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,11,11,0,+1 Lap
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,giovinazzi,GIO,Antonio,Giovinazzi,sauber,Sauber,16,12,0,+2 Laps
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,18,13,0,+2 Laps
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,alonso,ALO,Fernando,Alonso,mclaren,McLaren,12,14,0,Vibrations
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,17,15,0,Suspension
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,stroll,STR,Lance,Stroll,williams,Williams,20,16,0,Brakes
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,0,17,0,Power Unit
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,14,18,0,Hydraulics
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,19,19,0,Brakes
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,2017-03-26,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,6,20,0,Water leak
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,2,18,Finished
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,16,3,15,Finished
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,5,4,12,Finished
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,4,5,10,Finished
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,3,6,8,Finished
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,11,7,6,Finished
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,12,8,4,+1 Lap
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,perez,PER,Sergio,Pérez,force_india,Force India,8,9,2,+1 Lap
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,ocon,OCO,Esteban,Ocon,force_india,Force India,17,10,1,+1 Lap
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,19,11,0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,7,12,0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,20,13,0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,massa,MAS,Felipe,Massa,williams,Williams,6,14,0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,14,15,0,+1 Lap
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,alonso,ALO,Fernando,Alonso,mclaren,McLaren,13,16,0,Driveshaft
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,9,17,0,Hydraulics
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,15,18,0,Fuel pressure
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,giovinazzi,GIO,Antonio,Giovinazzi,sauber,Sauber,18,19,0,Accident
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,2017-04-09,stroll,STR,Lance,Stroll,williams,Williams,10,20,0,Collision
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,3,1,25,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,2,2,18,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,1,3,15,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,5,4,12,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,4,5,10,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,massa,MAS,Felipe,Massa,williams,Williams,8,6,8,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,perez,PER,Sergio,Pérez,force_india,Force India,18,7,6,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,9,8,4,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,7,9,2,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,ocon,OCO,Esteban,Ocon,force_india,Force India,14,10,1,Finished
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,13,11,0,+1 Lap
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,11,12,0,+1 Lap
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,2017-04-16,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,10,13,0,+1 Lap
