season,round,race_name,circuit_id,circuit_name,race_date,driver_id,driver_code,given_name,family_name,constructor_id,constructor_name,grid,position,points,status
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,11,7,6,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,massa,MAS,Felipe,Massa,williams,Williams,16,8,4,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,ocon,OCO,Esteban,Ocon,force_india,Force India,9,9,2,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,13,10,1,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,stroll,STR,Lance,Stroll,williams,Williams,15,11,0,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,19,12,0,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,14,13,0,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,20,14,0,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,12,15,0,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,17,16,0,Finished
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,perez,PER,Sergio,Pérez,force_india,Force India,8,17,0,Gearbox
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,alonso,ALO,Fernando,Alonso,mclaren,McLaren,10,18,0,Engine
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,5,19,0,Engine
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,2017-08-27,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,18,20,0,Collision
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,4,2,18,Finished
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,6,3,15,Finished
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,16,4,12,Finished
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,5,5,10,Finished
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,ocon,OCO,Esteban,Ocon,force_india,Force India,3,6,8,Finished
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,stroll,STR,Lance,Stroll,williams,Williams,2,7,6,Finished
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,massa,MAS,Felipe,Massa,williams,Williams,7,8,4,Finished
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,perez,PER,Sergio,Pérez,force_india,Force India,10,9,2,Finished
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,13,10,1,+1 Lap
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,9,11,0,+1 Lap
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,8,12,0,+1 Lap
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,14,13,0,+1 Lap
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,15,14,0,+1 Lap
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,20,15,0,+1 Lap
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,12,16,0,+2 Laps
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,alonso,ALO,Fernando,Alonso,mclaren,McLaren,19,17,0,Gearbox
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,11,18,0,Gearbox
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,18,19,0,Engine
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,2017-09-03,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,17,20,0,Engine
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,5,1,25,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,3,2,18,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,6,3,15,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,10,4,12,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,perez,PER,Sergio,Pérez,force_india,Force India,12,5,10,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,11,6,8,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,9,7,6,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,stroll,STR,Lance,Stroll,williams,Williams,18,8,4,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,15,9,2,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,ocon,OCO,Esteban,Ocon,force_india,Force India,14,10,1,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,massa,MAS,Felipe,Massa,williams,Williams,17,11,0,Finished
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,19,12,0,+2 Laps
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,16,13,0,Engine
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,7,14,0,Engine
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,20,15,0,Accident
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,13,16,0,Accident
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,alonso,ALO,Fernando,Alonso,mclaren,McLaren,8,17,0,Collision damage
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,1,18,0,Accident
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,2,19,0,Accident
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,2017-09-17,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,4,20,0,Accident
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,3,1,25,Finished
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,2,18,Finished
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,4,3,15,Finished
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,20,4,12,Finished
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,5,5,10,Finished
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,perez,PER,Sergio,Pérez,force_india,Force India,9,6,8,Finished
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,7,7,6,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,stroll,STR,Lance,Stroll,williams,Williams,13,8,4,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,massa,MAS,Felipe,Massa,williams,Williams,11,9,2,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,ocon,OCO,Esteban,Ocon,force_india,Force India,6,10,1,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,alonso,ALO,Fernando,Alonso,mclaren,McLaren,10,11,0,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,17,12,0,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,16,13,0,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,gasly,GAS,Pierre,Gasly,toro_rosso,Toro Rosso,15,14,0,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,12,15,0,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,8,16,0,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,18,17,0,+1 Lap
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,19,18,0,+2 Laps
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,14,19,0,Engine
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,2017-10-01,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,0,20,0,Battery
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,4,2,18,Finished
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,3,3,15,Finished
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,6,4,12,Finished
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,10,5,10,Finished
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,ocon,OCO,Esteban,Ocon,force_india,Force India,5,6,8,Finished
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,perez,PER,Sergio,Pérez,force_india,Force India,7,7,6,Finished
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,12,8,4,Finished
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,13,9,2,Finished
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,massa,MAS,Felipe,Massa,williams,Williams,8,10,1,+1 Lap
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,alonso,ALO,Fernando,Alonso,mclaren,McLaren,20,11,0,+1 Lap
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,jolyon_palmer,PAL,Jolyon,Palmer,renault,Renault,18,12,0,+1 Lap
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,gasly,GAS,Pierre,Gasly,toro_rosso,Toro Rosso,14,13,0,+1 Lap
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,9,14,0,+1 Lap
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,17,15,0,+2 Laps
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,stroll,STR,Lance,Stroll,williams,Williams,15,16,0,Wheel
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,11,17,0,Front wing
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,16,18,0,Accident
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,19,0,Spark plugs
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,2017-10-08,sainz,SAI,Carlos,Sainz,toro_rosso,Toro Rosso,19,20,0,Accident
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,1,1,25,Finished
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,2,18,Finished
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,5,3,15,Finished
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,16,4,12,Finished
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,3,5,10,Finished
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,ocon,OCO,Esteban,Ocon,force_india,Force India,6,6,8,Finished
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,sainz,SAI,Carlos,Sainz,renault,Renault,7,7,6,Finished
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,perez,PER,Sergio,Pérez,force_india,Force India,9,8,4,+1 Lap
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,massa,MAS,Felipe,Massa,williams,Williams,10,9,2,+1 Lap
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,kvyat,KVY,Daniil,Kvyat,toro_rosso,Toro Rosso,11,10,1,+1 Lap
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,stroll,STR,Lance,Stroll,williams,Williams,15,11,0,+1 Lap
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,20,12,0,+1 Lap
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,brendon_hartley,HAR,Brendon,Hartley,toro_rosso,Toro Rosso,19,13,0,+1 Lap
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,12,14,0,+1 Lap
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,13,15,0,+1 Lap
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,17,16,0,+1 Lap
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,alonso,ALO,Fernando,Alonso,mclaren,McLaren,8,17,0,Engine
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,4,18,0,Engine
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,14,19,0,Collision
2017,17,United States Grand Prix,americas,Circuit of the Americas,2017-10-22,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,18,20,0,Engine
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,2,1,25,Finished
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,4,2,18,Finished
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,5,3,15,Finished
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,1,4,12,Finished
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,ocon,OCO,Esteban,Ocon,force_india,Force India,6,5,10,+1 Lap
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,stroll,STR,Lance,Stroll,williams,Williams,11,6,8,+1 Lap
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,perez,PER,Sergio,Pérez,force_india,Force India,9,7,6,+1 Lap
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,14,8,4,+1 Lap
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,3,9,2,+1 Lap
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,alonso,ALO,Fernando,Alonso,mclaren,McLaren,18,10,1,+1 Lap
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,massa,MAS,Felipe,Massa,williams,Williams,10,11,0,+1 Lap
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,19,12,0,+1 Lap
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,gasly,GAS,Pierre,Gasly,toro_rosso,Toro Rosso,20,13,0,+1 Lap
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,13,14,0,+2 Laps
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,15,15,0,+2 Laps
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,sainz,SAI,Carlos,Sainz,renault,Renault,8,16,0,Engine
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,12,17,0,Engine
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,brendon_hartley,HAR,Brendon,Hartley,toro_rosso,Toro Rosso,17,18,0,Engine
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,7,19,0,Electrical
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,2017-10-29,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,16,20,0,Engine
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,2,1,25,Finished
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,1,2,18,Finished
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,3,3,15,Finished
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,20,4,12,Finished
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,4,5,10,Finished
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,ricciardo,RIC,Daniel,Ricciardo,red_bull,Red Bull,14,6,8,Finished
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,massa,MAS,Felipe,Massa,williams,Williams,9,7,6,Finished
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,alonso,ALO,Fernando,Alonso,mclaren,McLaren,6,8,4,Finished
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,perez,PER,Sergio,Pérez,force_india,Force India,5,9,2,Finished
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,7,10,1,+1 Lap
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,sainz,SAI,Carlos,Sainz,renault,Renault,8,11,0,+1 Lap
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,gasly,GAS,Pierre,Gasly,toro_rosso,Toro Rosso,19,12,0,+1 Lap
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,ericsson,ERI,Marcus,Ericsson,sauber,Sauber,17,13,0,+1 Lap
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,15,14,0,+1 Lap
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,11,15,0,+2 Laps
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,stroll,STR,Lance,Stroll,williams,Williams,16,16,0,+2 Laps
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,brendon_hartley,HAR,Brendon,Hartley,toro_rosso,Toro Rosso,18,17,0,Engine
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,ocon,OCO,Esteban,Ocon,force_india,Force India,10,18,0,Accident
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,12,19,0,Accident
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,2017-11-12,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,13,20,0,Accident
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,bottas,BOT,Valtteri,Bottas,mercedes,Mercedes,1,1,25,Finished
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,hamilton,HAM,Lewis,Hamilton,mercedes,Mercedes,2,2,18,Finished
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,vettel,VET,Sebastian,Vettel,ferrari,Ferrari,3,3,15,Finished
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,raikkonen,RAI,Kimi,Räikkönen,ferrari,Ferrari,5,4,12,Finished
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,max_verstappen,VER,Max,Verstappen,red_bull,Red Bull,6,5,10,Finished
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,hulkenberg,HUL,Nico,Hülkenberg,renault,Renault,7,6,8,Finished
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,perez,PER,Sergio,Pérez,force_india,Force India,8,7,6,Finished
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,ocon,OCO,Esteban,Ocon,force_india,Force India,9,8,4,Finished
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,alonso,ALO,Fernando,Alonso,mclaren,McLaren,11,9,2,+1 Lap
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,massa,MAS,Felipe,Massa,williams,Williams,10,10,1,+1 Lap
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,grosjean,GRO,Romain,Grosjean,haas,Haas F1 Team,16,11,0,+1 Lap
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,vandoorne,VAN,Stoffel,Vandoorne,mclaren,McLaren,13,12,0,+1 Lap
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,kevin_magnussen,MAG,Kevin,Magnussen,haas,Haas F1 Team,14,13,0,+1 Lap
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,wehrlein,WEH,Pascal,Wehrlein,sauber,Sauber,18,14,0,+1 Lap
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,brendon_hartley,HAR,Brendon,Hartley,toro_rosso,Toro Rosso,20,15,0,+1 Lap
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,2017-11-26,gasly,GAS,Pierre,Gasly,toro_rosso,Toro Rosso,17,16,0,+1 Lap
